semantically_reconciled	LOGBOOK.md	6b53753	2af30a637cf954f5d517b2fbbd08b85b8b2a782b
semantically_reconciled	README.md	2342246	b6250ebd64994ab4c974a11864964896ffb3c224
applied_exact	SKILL.md	8c2766e	8c2766ea54f18c9177cd7e2fd6249d55207386be
applied_exact	tools/agents-infra/internal/infra/pi_config.go	e9b7998	e9b79988136bb91007b1faeaac961747380861fd
applied_exact	tools/agents-infra/internal/infra/pi_launch_posix.go	b26c6f9	b26c6f9075886b5c6bd415e80539789971eb246e
semantically_reconciled	tools/agents-infra/internal/infra/pi_lifecycle_authority_test.go	af5c9f1	7336457150af1cb926e97e8ab61e1eca9a62fb61
applied_exact	tools/agents-infra/internal/infra/pi_lifecycle_dirent_darwin.go	6510b01	6510b011f681e504c68507751e7c282b637b228c
applied_exact	tools/agents-infra/internal/infra/pi_lifecycle_dirent_linux.go	d94e174	d94e1741d9fc5e37e1a1aecb6bda18e47f4fba7f
applied_exact	tools/agents-infra/internal/infra/pi_lifecycle_log_test.go	fb5606d	fb5606d102cdf2884bdf0f2d1311e2a51566c725
applied_exact	tools/agents-infra/internal/infra/pi_lifecycle_types.go	7f8a904	7f8a904615dcdc7bd21685820526b012e6c9e4c3
applied_exact	tools/agents-infra/internal/infra/pi_plan.go	4280385	4280385579e51fc1aca451079ef3bd400dfabe2e
applied_exact	tools/agents-infra/internal/infra/pi_platform_windows.go	a351cc3	a351cc3db4158ebe08db3b187f7634017c5fa589
applied_exact	tools/agents-infra/internal/infra/pi_run_report.go	c622117	c622117e1886beb2f959a43d60beb1080213c666
applied_exact	tools/agents-infra/internal/infra/pi_session_log.go	7401e28	7401e2843475d11c15d18720db4bfc175a7b7693
applied_exact	tools/agents-infra/internal/infra/pi_shared_client_darwin.go	e8a50a5	e8a50a5eae9a2e8354c46bb673adcda96bc00e05
applied_exact	tools/agents-infra/internal/infra/pi_standalone.go	72d3b2b	72d3b2b9ba36cb50f1f89a5c1496c31f4752cd65
applied_exact	tools/agents-infra/internal/infra/pi_state.go	8f82d9c	8f82d9c1f33a830c76cfc34910b61dc8ee4015cf
applied_exact	tools/agents-infra/internal/infra/pi_test.go	9147ef6	9147ef629e38909c2ebd7ec4e91cc17328a410cf
applied_exact	tools/agents-infra/main_test.go	429bff6	429bff6dca80d77bd5025db19816e9283737206b
applied_exact	tools/agents-infra/model_check_main_test.go	02e18d9	02e18d96f67e94dc86ada2c333c64c05d8d2e51a
applied_exact	tools/agents-infra/pi_operator_docs_test.go	c22e9b2	c22e9b264acba4dc4cdaad4625e18b8d0d6c91a3
